context,question,text,original_index
"Aonuma had anticipated creating a Zelda game for what would later be called the Wii, but had assumed that he would need to complete Twilight Princess first. His team began work developing a pointing-based interface for the bow and arrow, and Aonuma found that aiming directly at the screen gave the game a new feel, just like the DS control scheme for Phantom Hourglass. Aonuma felt confident this was the only way to proceed, but worried about consumers who had been anticipating a GameCube release. Developing two versions would mean delaying the previously announced 2005 release, still disappointing the consumer. Satoru Iwata felt that having both versions would satisfy users in the end, even though they would have to wait for the finished product. Aonuma then started working on both versions in parallel.[o]",What was the originally-planned launch year for Twilight Princess?,2005,17956
"In April 2007, the first satellite of BeiDou-2, namely Compass-M1 (to validate frequencies for the BeiDou-2 constellation) was successfully put into its working orbit. The second BeiDou-2 constellation satellite Compass-G2 was launched on 15 April 2009. On 15 January 2010, the official website of the BeiDou Navigation Satellite System went online, and the system's third satellite (Compass-G1) was carried into its orbit by a Long March 3C rocket on 17 January 2010. On 2 June 2010, the fourth satellite was launched successfully into orbit. The fifth orbiter was launched into space from Xichang Satellite Launch Center by an LM-3I carrier rocket on 1 August 2010. Three months later, on 1 November 2010, the sixth satellite was sent into orbit by LM-3C. Another satellite, the Beidou-2/Compass IGSO-5 (fifth inclined geosynchonous orbit) satellite, was launched from the Xichang Satellite Launch Center by a Long March-3A on 1 December 2011 (UTC).",When was the first satellite for the BeiDou-2 system launched?,April 2007,17957
"Examining the influence of humanism on scholars in medicine, mathematics, astronomy and physics may suggest that humanism and universities were a strong impetus for the scientific revolution. Although the connection between humanism and the scientific discovery may very well have begun within the confines of the university, the connection has been commonly perceived as having been severed by the changing nature of science during the scientific revolution. Historians such as Richard S. Westfall have argued that the overt traditionalism of universities inhibited attempts to re-conceptualize nature and knowledge and caused an indelible tension between universities and scientists. This resistance to changes in science may have been a significant factor in driving many scientists away from the university and toward private benefactors, usually in princely courts, and associations with newly forming scientific societies.",Where might a scientist find a friendly private benefactor?,princely courts,17958
"To allow for agricultural development of the Great Plains and house a growing population, the US passed the Homestead Acts of 1862: it allowed a settler to claim up to 160 acres (65 ha) of land, provided that he lived on it for a period of five years and cultivated it. The provisions were expanded under the Kinkaid Act of 1904 to include a homestead of an entire section. Hundreds of thousands of people claimed such homesteads, sometimes building sod houses out of the very turf of their land. Many of them were not skilled dryland farmers and failures were frequent. Much of the Plains were settled during relatively wet years. Government experts did not understand how farmers should cultivate the prairies and gave advice counter to what would have worked[citation needed]. Germans from Russia who had previously farmed, under similar circumstances, in what is now Ukraine were marginally more successful than other homesteaders. The Dominion Lands Act of 1871 served a similar function for establishing homesteads on the prairies in Canada.",the dominion act was passed in what year,1871,17959
"The first department store in the Philippines is the Hoskyn's Department Store of Hoskyn & Co. established in 1877 in Iloilo by the Englishman Henry Hoskyn, nephew of Nicholas Loney, the first British vice-consul in Iloilo. Some of the earliest department stores in the Philippines were located in Manila as early as 1898 with the opening of the American Bazaar, which was later named Beck's. During the course of the American occupation of the Philippines, many department stores were built throughout the city, many of which were located in Escolta. Heacock's, a luxury department store, was considered as the best department store in the Orient. Other department stores included Aguinaldo's, La Puerta del Sol, Estrella del Norte, and the Crystal Arcade, all of which were destroyed during the Battle of Manila in 1945. After the war, department stores were once again alive with the establishment of Shoemart (now SM), and Rustan's. Since the foundation of these companies in the 1950s, there are now more than one hundred department stores to date. At present, due to the huge success of shopping malls, department stores in the Philippines usually are anchor tenants within malls. SM Supermalls and Robinsons Malls are two of the country's most prominent mall chains, all of which has Department Store sections.",What historical event led to many department stores in the area being destroyed? ,Battle of Manila in 1945,17960
"Sony have since launched their budget range of PlayStation 3 titles, known as the Greatest Hits range in North America, the Platinum range in Europe and Australia and The Best range in Japan. Among the titles available in the budget range include Resistance: Fall of Man, MotorStorm, Uncharted: Drakes Fortune, Rainbow Six: Vegas, Call Of Duty 3, Assassin's Creed and Ninja Gaiden Sigma. As of October 2009 Metal Gear Solid 4: Guns of the Patriots, Ratchet & Clank Future: Tools of Destruction, Devil May Cry 4, Army of Two, Battlefield: Bad Company and Midnight Club: Los Angeles have also joined the list.",In what year was Devil May Cry 4 added to the budget game offerings for PS3?,2009,17961
"In the 51 years prior to the Empire Stadium opening, the final (including 8 replays) was held in a variety of locations, predominantly in London, and mainly at the Kennington Oval and then Crystal Palace. It was played 22 times in the Oval (the inaugural competition in 1872, and then all but two times until 1892). After the Oval, Crystal Palace hosted 21 finals from 1895 to 1914, broken up by 4 four replays elsewhere. The other London venues were Stamford Bridge from 1920 to 1922 (the last three finals before the move to Empire Stadium); and Oxford University's Lillie Bridge in Fulham for the second ever final, in 1873. The other venues used sparingly in this period were all outside of London, as follows:",How many times was the FA cup playing in the Oval ?,. It was played 22 times in the Oval,17962
"Bohr also introduced the quantity , now known as the reduced Planck constant, as the quantum of angular momentum. At first, Bohr thought that this was the angular momentum of each electron in an atom: this proved incorrect and, despite developments by Sommerfeld and others, an accurate description of the electron angular momentum proved beyond the Bohr model. The correct quantization rules for electrons – in which the energy reduces to the Bohr model equation in the case of the hydrogen atom – were given by Heisenberg's matrix mechanics in 1925 and the Schrödinger wave equation in 1926: the reduced Planck constant remains the fundamental quantum of angular momentum. In modern terms, if J is the total angular momentum of a system with rotational invariance, and Jz the angular momentum measured along any given direction, these quantities can only take on the values",Bohr introduced what value as the quantum of angular momentum?,the reduced Planck constant,17963
"Although the Chinese government was initially praised for its response to the quake (especially in comparison to Myanmar's ruling military junta's blockade of aid during Cyclone Nargis), it then saw an erosion in confidence over the school construction scandal.",Over what scandal did the Chinese government lose in public opinion?,school construction scandal,17964
"It is speculated by some archaeologists that Sumerian speakers were farmers who moved down from the north, after perfecting irrigation agriculture there. The Ubaid pottery of southern Mesopotamia has been connected via Choga Mami transitional ware to the pottery of the Samarra period culture (c. 5700 – 4900 BC C-14) in the north, who were the first to practice a primitive form of irrigation agriculture along the middle Tigris River and its tributaries. The connection is most clearly seen at Tell Awayli (Oueilli, Oueili) near Larsa, excavated by the French in the 1980s, where eight levels yielded pre-Ubaid pottery resembling Samarran ware. According to this theory, farming peoples spread down into southern Mesopotamia because they had developed a temple-centered social organization for mobilizing labor and technology for water control, enabling them to survive and prosper in a difficult environment.[citation needed]",Where do some archaeologists speculate Sumerians originally moved from?,the north,17965
"Law offers more ambiguity. Some writings of Plato and Aristotle, the law tables of Hammurabi of Babylon, or even the early parts of the Bible could be seen as legal literature. Roman civil law as codified in the Corpus Juris Civilis during the reign of Justinian I of the Byzantine Empire has a reputation as significant literature. The founding documents of many countries, including Constitutions and Law Codes, can count as literature; however, most legal writings rarely exhibit much literary merit, as they tend to be rather Written by Samuel Dean.",Roman civil law was written and codified into a unified system by what group?,the Corpus Juris Civilis,17966
"The Spanish Empire and other Europeans brought horses to the Americas. Some of these animals escaped and began to breed and increase their numbers in the wild. The re-introduction of the horse, extinct in the Americas for over 7500 years, had a profound impact on Native American culture in the Great Plains of North America and of Patagonia in South America. By domesticating horses, some tribes had great success: horses enabled them to expand their territories, exchange more goods with neighboring tribes, and more easily capture game, especially bison.",What did some tribes achieve by domesticating horses?,great success,17967
"In 2013 a lot of media coverage was given to unclassified NSA's study in Cryptologic Spectrum that concluded that Tito did not speak the language as a native, and had features of other Slavic languages (Russian and Polish). The hypothesis that ""a non-Yugoslav, perhaps a Russian or a Pole"" assumed Tito's identity was included. The report also notes Draža Mihailović's impressions of Tito's Russian origins.",What other Slavic languages did the Cryptologic Spectrum conclude Tito spoke?,Russian and Polish,17968
"Politically, The Sun in the early Murdoch years, remained nominally Labour. It supported the Labour Party led by Harold Wilson in the 1970 General Election, with the headline ""Why It Must Be Labour"" but by February 1974 it was calling for a vote for the Conservative Party led by Edward Heath while suggesting that it might support a Labour Party led by James Callaghan or Roy Jenkins. In the October election an editorial asserted: ""ALL our instincts are left rather than right and we would vote for any able politician who would describe himself as a Social Democrat.""",What type of politician did a Sun editorial state that it would support in October 1974?,any able politician who would describe himself as a Social Democrat,17969
"All states have a geographic scope of interests, actions, or projected power. This is a crucial factor in distinguishing a great power from a regional power; by definition the scope of a regional power is restricted to its region. It has been suggested that a great power should be possessed of actual influence throughout the scope of the prevailing international system. Arnold J. Toynbee, for example, observes that ""Great power may be defined as a political force exerting an effect co-extensive with the widest range of the society in which it operates. The Great powers of 1914 were 'world-powers' because Western society had recently become 'world-wide'.""",Which societal values had become world-wide by 1914?,Western,17970
"Updated Motorola CPUs made a faster machine possible, and in 1987 Apple took advantage of the new Motorola technology and introduced the Macintosh II at $5500, powered by a 16 MHz Motorola 68020 processor. The primary improvement in the Macintosh II was Color QuickDraw in ROM, a color version of the graphics language which was the heart of the machine. Among the many innovations in Color QuickDraw were the ability to handle any display size, any color depth, and multiple monitors. The Macintosh II marked the start of a new direction for the Macintosh, as now for the first time it had an open architecture with several NuBus expansion slots, support for color graphics and external monitors, and a modular design similar to that of the IBM PC. It had an internal hard drive and a power supply with a fan, which was initially fairly loud. One third-party developer sold a device to regulate fan speed based on a heat sensor, but it voided the warranty. Later Macintosh computers had quieter power supplies and hard drives.",How much did the Macintosh II sell for?,$5500,17971
"Genetic studies of mitochondrial DNA (mtDNA) of Amerindians and some Siberian and Central Asian peoples also revealed that the gene pool of the Turkic-speaking peoples of Siberia such as Altaians, Khakas, Shors and Soyots, living between the Altai and Lake Baikal along the Sayan mountains, are genetically closest to Amerindians.[citation needed] This view is shared by other researchers who argue that ""the ancestors of the American Indians were the first to separate from the great Asian population in the Middle Paleolithic. 2012 research found evidence for a recent common ancestry between Native Americans and indigenous Altaians based on mitochondrial DNA and Y-Chromosome analysis. The paternal lineages of Altaians mostly belong to the subclades of haplogroup P-M45 (xR1a 38-93%; xQ1a 4-32%).",Who have studies of the mtDNA of Turkic-speaking peoples shown they're closest to genetically?,Amerindians,17972
"Blair announced in September 2006 that he would quit as leader within the year, though he had been under pressure to quit earlier than May 2007 in order to get a new leader in place before the May elections which were expected to be disastrous for Labour. In the event, the party did lose power in Scotland to a minority Scottish National Party government at the 2007 elections and, shortly after this, Blair resigned as Prime Minister and was replaced by his Chancellor, Gordon Brown. Although the party experienced a brief rise in the polls after this, its popularity soon slumped to its lowest level since the days of Michael Foot. During May 2008, Labour suffered heavy defeats in the London mayoral election, local elections and the loss in the Crewe and Nantwich by-election, culminating in the party registering its worst ever opinion poll result since records began in 1943, of 23%, with many citing Brown's leadership as a key factor. Membership of the party also reached a low ebb, falling to 156,205 by the end of 2009: over 40 per cent of the 405,000 peak reached in 1997 and thought to be the lowest total since the party was founded.",Who did Labour lose power in the election to?,Scottish National Party,17973
"Eton's best-known holiday takes place on the so-called ""Fourth of June"", a celebration of the birthday of King George III, Eton's greatest patron. This day is celebrated with the Procession of Boats, in which the top rowing crews from the top four years row past in vintage wooden rowing boats. Similar to the Queen's Official Birthday, the ""Fourth of June"" is no longer celebrated on 4 June, but on the Wednesday before the first weekend of June. Eton also observes St. Andrew's Day, on which the Eton wall game is played.[citation needed]",When is the Fourth of June celebrated?,the Wednesday before the first weekend of June,17974
"As one of their first acts after end of the War of the Castilian Succession in 1479, Ferdinand and Isabella established the centrally organized and efficient Holy Brotherhood (Santa Hermandad) as a national police force. They adapted an existing brotherhood to the purpose of a general police acting under officials appointed by themselves, and endowed with great powers of summary jurisdiction even in capital cases. The original brotherhoods continued to serve as modest local police-units until their final suppression in 1835.",What war ended in 1479?,War of the Castilian Succession,17975
"The Exeter to Plymouth railway of the LSWR needs to be reopened to connect Cornwall and Plymouth to the rest of the UK railway system on an all weather basis. There are proposals to reopen the line from Tavistock to Bere Alston for a through service to Plymouth. On the night of 4 February 2014, amid high winds and extremely rough seas, part of the sea wall at Dawlish was breached washing away around 40 metres (130 ft) of the wall and the ballast under the railway immediately behind. The line was closed. Network Rail began repair work  and the line reopened on 4 April 2014. In the wake of widespread disruption caused by damage to the mainline track at Dawlish by coastal storms in February 2014, Network Rail are considering reopening the Tavistock to Okehampton and Exeter section of the line as an alternative to the coastal route.",In what month and year did storms affect the coastal line near Dawlish?,February 2014,17976
"Salts of many oxidation states of uranium are water-soluble and may be studied in aqueous solutions. The most common ionic forms are U3+ (brown-red), U4+ (green), UO+
2 (unstable), and UO2+
2 (yellow), for U(III), U(IV), U(V), and U(VI), respectively. A few solid and semi-metallic compounds such as UO and US exist for the formal oxidation state uranium(II), but no simple ions are known to exist in solution for that state. Ions of U3+ liberate hydrogen from water and are therefore considered to be highly unstable. The UO2+
2 ion represents the uranium(VI) state and is known to form compounds such as uranyl carbonate, uranyl chloride and uranyl sulfate. UO2+
2 also forms complexes with various organic chelating agents, the most commonly encountered of which is uranyl acetate.",What state is represented by the UO2+ 2 ion?,uranium(VI),17977
"On April 1, 2008, the San Francisco Board of Supervisors approved a resolution addressing human rights concerns when the Beijing Olympic torch arrives in San Francisco on April 9. The resolution would welcome the torch with ""alarm and protest at the failure of China to meet its past solemn promises to the international community, including the citizens of San Francisco, to cease the egregious and ongoing human rights abuses in China and occupied Tibet."" On April 8, numerous protests were planned including one at the city's United Nations Plaza led by actor Richard Gere and Archbishop Desmond Tutu.","Who approved a resolution concerning human rights on April 1, 2008?",San Francisco Board of Supervisors,17978
"Maharaja Ranjit Singh's death in the summer of 1839 brought political chaos and the subsequent battles of succession and the bloody infighting between the factions at court weakened the state. Relationships with neighbouring British territories then broke down, starting the First Anglo-Sikh War; this led to a British official being resident in Lahore and the annexation in 1849 of territory south of the Satluj to British India. After the Second Anglo-Sikh War in 1849, the Sikh Empire became the last territory to be merged into British India. In Jhelum 35 British soldiers of HM XXIV regiment were killed by the local resistance during the Indian Rebellion of 1857.[citation needed]",What was the last territory added to British India?,the Sikh Empire,17979
"According to Buddhist traditions a Buddha is a fully awakened being who has completely purified his mind of the three poisons of desire, aversion and ignorance. A Buddha is no longer bound by Samsara and has ended the suffering which unawakened people experience in life.",A Buddha is no longer bound by what?,Samsara,17980
"The Federal Bureau of Investigation (FBI) is the domestic intelligence and security service of the United States, which simultaneously serves as the nation's prime federal law enforcement organization. Operating under the jurisdiction of the U.S. Department of Justice, FBI is concurrently a member of the U.S. Intelligence Community and reports to both the Attorney General and the Director of National Intelligence. A leading U.S. counterterrorism, counterintelligence, and criminal investigative organization, FBI has jurisdiction over violations of more than 200 categories of federal crimes.",What organization is the FBI a subset of?,U.S. Department of Justice,17981
"It is widely assumed that architectural success was the product of a process of trial and error, with progressively less trial and more replication as the results of the process proved increasingly satisfactory. What is termed vernacular architecture continues to be produced in many parts of the world. Indeed, vernacular buildings make up most of the built world that people experience every day. Early human settlements were mostly rural. Due to a surplus in production the economy began to expand resulting in urbanization thus creating urban areas which grew and evolved very rapidly in some cases, such as that of Çatal Höyük in Anatolia and Mohenjo Daro of the Indus Valley Civilization in modern-day Pakistan.",What sort of an effect did a growing economy have on human settlements?,urbanization,17982
"Memories and lessons from the war are still a major factor in American politics. One side views the war as a necessary part of the Containment policy, which allowed the enemy to choose the time and place of warfare. Others note the U.S. made major strategic gains as the Communists were defeated in Indonesia, and by 1972 both Moscow and Beijing were competing for American support, at the expense of their allies in Hanoi. Critics see the conflict as a ""quagmire""—an endless waste of American blood and treasure in a conflict that did not concern US interests. Fears of another quagmire have been major factors in foreign policy debates ever since. The draft became extremely unpopular, and President Nixon ended it in 1973, forcing the military (the Army especially) to rely entirely upon volunteers. That raised the issue of how well the professional military reflected overall American society and values; the soldiers typically took the position that their service represented the highest and best American values.",Which president ended the draft?,1973,17983
"The first 256 code points were made identical to the content of ISO-8859-1 so as to make it trivial to convert existing western text. Many essentially identical characters were encoded multiple times at different code points to preserve distinctions used by legacy encodings and therefore, allow conversion from those encodings to Unicode (and back) without losing any information. For example, the ""fullwidth forms"" section of code points encompasses a full Latin alphabet that is separate from the main Latin alphabet section because in Chinese, Japanese, and Korean (CJK) fonts, these Latin characters are rendered at the same width as CJK ideographs, rather than at half the width. For other examples, see Duplicate characters in Unicode.",What are the CJK languages referenced?,"Chinese, Japanese, and Korean",17984
"The game pad controllers were more-or-less copied directly from the Game & Watch machines, although the Famicom design team originally wanted to use arcade-style joysticks, even taking apart ones from American game consoles to see how they worked. However, it was eventually decided that children might step on joysticks left on the floor and their durability was also questioned. Katsuyah Nakawaka attached a Game & Watch D-pad to the Famicom prototype and found that it was easy to use and had no discomfort. Ultimately though, they did install a 15-pin expansion port on the front of the console so that an arcade-style joystick could be used optionally. The controllers were hard-wired to the console with no connectors for cost reasons.",Where were the game pad controllers copied from?,Game & Watch machines,17985
"In one-party systems, one political party is legally allowed to hold effective power. Although minor parties may sometimes be allowed, they are legally required to accept the leadership of the dominant party. This party may not always be identical to the government, although sometimes positions within the party may in fact be more important than positions within the government. North Korea and China are examples; others can be found in Fascist states, such as Nazi Germany between 1934 and 1945. The one-party system is thus usually equated with dictatorships and tyranny.",What are North Korea and China examples of?,positions within the party may in fact be more important than positions within the government,17986
"The monogram theme was developed into an Art Deco-style badge on which the letters A and C framed a football rather than the letter F, the whole set within a hexagonal border. This early example of a corporate logo, introduced as part of Herbert Chapman's rebranding of the club in the 1930s, was used not only on Cup Final shirts but as a design feature throughout Highbury Stadium, including above the main entrance and inlaid in the floors. From 1967, a white cannon was regularly worn on the shirts, until replaced by the club crest, sometimes with the addition of the nickname ""The Gunners"", in the 1990s.",Where is the Art Deco style badge design used prominently?,Highbury Stadium,17987
"Qado or lunch is often elaborate. Varieties of bariis (rice), the most popular probably being basmati, usually serve as the main dish. Spices like cumin, cardamom, cloves, cinnamon, and garden sage are used to aromatize these different rice delicacies. Somalis eat dinner as late as 9 pm. During Ramadan, supper is often served after Tarawih prayers; sometimes as late as 11 pm.",What is bariis in English?,rice,17988
"In Scherer's components processing model of emotion, five crucial elements of emotion are said to exist. From the component processing perspective, emotion experience is said to require that all of these processes become coordinated and synchronized for a short period of time, driven by appraisal processes. Although the inclusion of cognitive appraisal as one of the elements is slightly controversial, since some theorists make the assumption that emotion and cognition are separate but interacting systems, the component processing model provides a sequence of events that effectively describes the coordination involved during an emotional episode.",How many important emotional elements are present in the components processing model?,five,17989
"Viking raids from 840 onwards contributed to the decline of Hamwic in the 9th century, and by the 10th century a fortified settlement, which became medieval Southampton, had been established.",What year did the Vikings start attacking Hamwic?,840,17990
"On October 21, 2008, Apple reported that only 14.21% of total revenue for fiscal quarter 4 of year 2008 came from iPods. At the September 9, 2009 keynote presentation at the Apple Event, Phil Schiller announced total cumulative sales of iPods exceeded 220 million. The continual decline of iPod sales since 2009 has not been a surprising trend for the Apple corporation, as Apple CFO Peter Oppenheimer explained in June 2009: ""We expect our traditional MP3 players to decline over time as we cannibalize ourselves with the iPod Touch and the iPhone."" Since 2009, the company's iPod sales have continually decreased every financial quarter and in 2013 a new model was not introduced onto the market.",How much revenue did iPod sales account for in Q4 2008?,14.21%,17991
"As political instability grew in Syria, delegations from the country were sent to Nasser demanding immediate unification with Egypt. Nasser initially turned down the request, citing the two countries' incompatible political and economic systems, lack of contiguity, the Syrian military's record of intervention in politics, and the deep factionalism among Syria's political forces. However, in January 1958, a second Syrian delegation managed to convince Nasser of an impending communist takeover and a consequent slide to civil strife. Nasser subsequently opted for union, albeit on the condition that it would be a total political merger with him as its president, to which the delegates and Syrian president Shukri al-Quwatli agreed. On 1 February, the United Arab Republic (UAR) was proclaimed and, according to Dawisha, the Arab world reacted in ""stunned amazement, which quickly turned into uncontrolled euphoria."" Nasser ordered a crackdown against Syrian communists, dismissing many of them from their governmental posts.",What country wanted to join with Egypt?,Syria,17992
"By the end of the early modern period, the structure and orientation of higher education had changed in ways that are eminently recognizable for the modern context. Aristotle was no longer a force providing the epistemological and methodological focus for universities and a more mechanistic orientation was emerging. The hierarchical place of theological knowledge had for the most part been displaced and the humanities had become a fixture, and a new openness was beginning to take hold in the construction and dissemination of knowledge that were to become imperative for the formation of the modern state.",The change in universities towards the completion of the early modern period is credited with the formation of what entity?,the modern state,17993
"The committee debated the possibility of a shift function (like in ITA2), which would allow more than 64 codes to be represented by a six-bit code. In a shifted code, some character codes determine choices between options for the following character codes. It allows compact encoding, but is less reliable for data transmission as an error in transmitting the shift code typically makes a long part of the transmission unreadable. The standards committee decided against shifting, and so ASCII required at least a seven-bit code.:215, 236 § 4",Why did the committee debate adding a shift function?,would allow more than 64 codes to be represented by a six-bit code,17994
"The thermionic triode, a vacuum tube invented in 1907, enabled amplified radio technology and long-distance telephony. The triode, however, was a fragile device that consumed a lot of power. Physicist Julius Edgar Lilienfeld filed a patent for a field-effect transistor (FET) in Canada in 1925, which was intended to be a solid-state replacement for the triode. Lilienfeld also filed identical patents in the United States in 1926 and 1928. However, Lilienfeld did not publish any research articles about his devices nor did his patents cite any specific examples of a working prototype. Because the production of high-quality semiconductor materials was still decades away, Lilienfeld's solid-state amplifier ideas would not have found practical use in the 1920s and 1930s, even if such a device had been built. In 1934, German inventor Oskar Heil patented a similar device.",What was the purpose of the thermionic triode?,amplified radio technology and long-distance telephony,17995
"The Western emperor Gratian refused the office of pontifex maximus, and against the protests of the senate, removed the altar of Victory from the senate house and began the disestablishment of the Vestals. Theodosius I briefly re-united the Empire: in 391 he officially adopted Nicene Christianity as the Imperial religion and ended official support for all other creeds and cults. He not only refused to restore Victory to the senate-house, but extinguished the Sacred fire of the Vestals and vacated their temple: the senatorial protest was expressed in a letter by Quintus Aurelius Symmachus to the Western and Eastern emperors. Ambrose, the influential Bishop of Milan and future saint, wrote urging the rejection of Symmachus's request for tolerance. Yet Theodosius accepted comparison with Hercules and Jupiter as a living divinity in the panegyric of Pacatus, and despite his active dismantling of Rome's traditional cults and priesthoods could commend his heirs to its overwhelmingly Hellenic senate in traditional Hellenic terms.[clarification needed] He was the last emperor of both East and West.",Which emperor briefly united the empire again?,Theodosius I,17996
"Laemmle, Jr. created a niche for the studio, beginning a series of horror films which extended into the 1940s, affectionately dubbed Universal Horror. Among them are Frankenstein (1931), Dracula ( also in 1931), The Mummy (1932) and The Invisible Man (1933). Other Laemmle productions of this period include Imitation of Life (1934) and My Man Godfrey (1936).",In what year did My Man Godfrey premiere?,1936,17997
"In a movie theater, steps in the aisles are usually marked with a row of small lights for convenience and safety, when the film has started and the other lights are off. Traditionally made up of small low wattage, low voltage lamps in a track or translucent tube, these are rapidly being replaced with LED based versions.",What kind of tube are the movie theaters lights enclosed in?,translucent tube,17998
"The axiomatization of mathematics, on the model of Euclid's Elements, had reached new levels of rigour and breadth at the end of the 19th century, particularly in arithmetic, thanks to the axiom schema of Richard Dedekind and Charles Sanders Peirce, and geometry, thanks to David Hilbert. At the beginning of the 20th century, efforts to base mathematics on naive set theory suffered a setback due to Russell's paradox (on the set of all sets that do not belong to themselves). The problem of an adequate axiomatization of set theory was resolved implicitly about twenty years later by Ernst Zermelo and Abraham Fraenkel. Zermelo–Fraenkel set theory provided a series of principles that allowed for the construction of the sets used in the everyday practice of mathematics. But they did not explicitly exclude the possibility of the existence of a set that belongs to itself. In his doctoral thesis of 1925, von Neumann demonstrated two techniques to exclude such sets—the axiom of foundation and the notion of class.",Who resolved the problem of adequate axiomatization of set theory?,Ernst Zermelo and Abraham Fraenkel,18000
"Portuguese natives comprise a very small percentage of Guinea-Bissauans. After Guinea-Bissau gained independence, most of the Portuguese nationals left the country. The country has a tiny Chinese population. These include traders and merchants of mixed Portuguese and Chinese ancestry from Macau, a former Asian Portuguese colony.",What ethnic group has a tiny population in Guinea-Bissau?,Chinese,18027
"Stems mainly provide support to the leaves and reproductive structures, but can store water in succulent plants such as cacti, food as in potato tubers, or reproduce vegetatively as in the stolons of strawberry plants or in the process of layering. Leaves gather sunlight and carry out photosynthesis. Large, flat, flexible, green leaves are called foliage leaves. Gymnosperms, such as conifers, cycads, Ginkgo, and gnetophytes are seed-producing plants with open seeds. Angiosperms are seed-producing plants that produce flowers and have enclosed seeds. Woody plants, such as azaleas and oaks, undergo a secondary growth phase resulting in two additional types of tissues: wood (secondary xylem) and bark (secondary phloem and cork). All gymnosperms and many angiosperms are woody plants. Some plants reproduce sexually, some asexually, and some via both means.",What kind of plants are gymnosperms?,woody plants,18035
"Several performing arts groups and facilities are on the University of Michigan's campus, as are museums dedicated to art, archaeology, and natural history and sciences. Founded in 1879, the University Musical Society is an independent performing arts organization that presents over 60 events each year, bringing international artists in music, dance, and theater. Since 2001 Shakespeare in the Arb has presented one play by Shakespeare each June, in a large park near downtown. Regional and local performing arts groups not associated with the university include the Ann Arbor Civic Theatre, the Arbor Opera Theater, the Ann Arbor Symphony Orchestra, the Ann Arbor Ballet Theater, the Ann Arbor Civic Ballet (established in 1954 as Michigan's first chartered ballet company), The Ark, and Performance Network Theatre. Another unique piece of artistic expression in Ann Arbor is the fairy doors. These small portals are examples of installation art and can be found throughout the downtown area.",Name Michigan's first Civic chartered company.,Ann Arbor Civic Ballet,18086
"In February 1925, the Cardinal Secretary of State Pietro Gasparri summoned him to the Vatican and informed him of Pope Pius XI's decision to appoint him as the Apostolic Visitor to Bulgaria (1925–35). On 3 March, Pius XI also named him for consecration as titular archbishop of Areopolis, Jordan. Roncalli was initially reluctant about a mission to Bulgaria, but he would soon relent. His nomination as apostolic visitor was made official on 19 March. Roncalli was consecrated by Giovanni Tacci Porcelli in the church of San Carlo alla Corso in Rome. After he was consecrated, he introduced his family to Pope Pius XI. He chose as his episcopal motto Obedientia et Pax (""Obedience and Peace""), which became his guiding motto. While he was in Bulgaria, an earthquake struck in a town not too far from where he was. Unaffected, he wrote to his sisters Ancilla and Maria and told them both that he was fine.",When was his nomination as apostolic visitor made official?,19 March,18194
"Often, the migration route of a long-distance migrator bird doesn't follow a straight line between breeding and wintering grounds. Rather, it could follow an hooked or arched line, with detours around geographical barriers. For most land-birds, such barriers could consist in seas, large water bodies or high mountain ranges, because of the lack of stopover or feeding sites, or the lack of thermal columns for broad-winged birds.",What geographical barriers to land birds try to avoid?,large water bodies or high mountain ranges,18201
"Owing to economic conditions and the late 2000s recession, many of the proposed mega casinos never went further than the initial planning stages. One of these developers was Pinnacle Entertainment, who purchased the Sands Atlantic City, only to close it permanently November 11, 2006. The following year, the resort was demolished in a dramatic, Las Vegas styled implosion, the first of its kind in Atlantic City. While Pinnacle Entertainment intended to replace it with a $1.5–2 billion casino resort, the company canceled its construction plans and plans to sell the land. The biggest disappointment was when MGM Resorts International announced that it would pull out of all development for Atlantic City, effectively ending their plans for the MGM Grand Atlantic City.",Why did many of the proposed mega casinos never get further than the initial planning stages?,economic conditions and the late 2000s recession,18202
"In the United States, non-Caucasian LGBT individuals may find themselves in a double minority, where they are neither fully accepted or understood by mainly Caucasian LGBT communities, nor are they accepted by their own ethnic group. Many people experience racism in the dominant LGBT community where racial stereotypes merge with gender stereotypes, such that Asian-American LGBTs are viewed as more passive and feminine, while African-American LGBTs are viewed as more masculine and aggressive. There are a number of culturally specific support networks for LGBT individuals active in the United States. For example, ""Ô-Môi"" for Vietnamese American queer females.",What do the non-Caucasian LGBT experience?,"neither fully accepted or understood by mainly Caucasian LGBT communities, nor are they accepted by their own ethnic group",18207
"Although Kammu had abandoned universal conscription in 792, he still waged major military offensives to subjugate the Emishi, possible descendants of the displaced Jōmon, living in northern and eastern Japan. After making temporary gains in 794, in 797 Kammu appointed a new commander, Sakanoue no Tamuramaro, under the title Sei-i Taishōgun (Barbarian-subduing generalissimo). By 801 the shogun had defeated the Emishi and had extended the imperial domains to the eastern end of Honshū. Imperial control over the provinces was tenuous at best, however. In the ninth and tenth centuries, much authority was lost to the great families, who disregarded the Chinese-style land and tax systems imposed by the government in Kyoto. Stability came to Japan, but, even though succession was ensured for the imperial family through heredity, power again concentrated in the hands of one noble family, the Fujiwara which also helped Japan develop more.",What was Tamuramaro's military title?,Sei-i Taishōgun,18569
